Suburb,Rooms,Type,Price,Date,Bedroom2,Bathroom,Car,Landsize,Propertycount
Murrumbeena,4,h,1388000,8/19/17,4,1,2,,4442
Narre Warren,3,h,570000,8/19/17,3,2,2,,9376
Niddrie,3,t,1150000,8/19/17,3,2,1,317,2291
Noble Park,2,t,480000,8/19/17,,,,,11806
North Melbourne,2,t,1220000,8/19/17,2,2,1,,6821
Northcote,2,u,754000,8/19/17,2,2,2,,11364
Northcote,3,h,1180000,8/19/17,3,2,2,,11364
Notting Hill,3,h,1001000,8/19/17,3,1,1,,902
Nunawading,3,t,860000,8/19/17,3,2,2,,4973
Nunawading,3,h,1218000,8/19/17,3,1,1,757,4973
Oak Park,3,h,850000,8/19/17,3,2,1,,2651
Oakleigh East,3,t,905000,8/19/17,3,2,1,,2547
Oakleigh South,2,h,955500,8/19/17,2,1,3,697,3692
Oakleigh South,6,h,1210000,8/19/17,6,3,2,,3692
Ormond,1,u,345000,8/19/17,1,1,1,,3578
Ormond,3,h,1005500,8/19/17,3,1,2,369,3578
Pakenham,4,h,442000,8/19/17,4,2,2,,17384
Parkdale,3,u,742000,8/19/17,3,2,2,,5087
Pascoe Vale,3,h,980000,8/19/17,3,1,1,546,7485
Pascoe Vale,3,t,685000,8/19/17,,,,,7485
Pascoe Vale,2,t,585500,8/19/17,2,1,1,100,7485
Point Cook,4,h,690000,8/19/17,,,,,15542
Port Melbourne,3,h,1230000,8/19/17,3,1,0,340,8648
Port Melbourne,2,u,1020000,8/19/17,2,2,1,,8648
Port Melbourne,3,h,1265000,8/19/17,3,2,0,,8648
Prahran,3,h,1390000,8/19/17,3,2,1,125,7717
Prahran,3,h,1100000,8/19/17,,,,,7717
Preston,3,h,961000,8/19/17,3,1,2,529,14577
Preston,3,h,1001000,8/19/17,3,1,2,464,14577
Preston,3,u,790000,8/19/17,3,2,1,,14577
Reservoir,3,h,876000,8/19/17,3,1,2,653,21650
Reservoir,2,u,560000,8/19/17,,,,,21650
Reservoir,2,h,480000,8/19/17,,,,,21650
Reservoir,2,h,971000,8/19/17,2,2,2,,21650
Reservoir,4,h,866000,8/19/17,4,2,4,576,21650
Reservoir,3,h,775500,8/19/17,3,1,3,586,21650
Reservoir,4,h,920000,8/19/17,4,2,2,743,21650
Reservoir,4,h,1175000,8/19/17,4,1,3,,21650
Reservoir,3,h,790000,8/19/17,3,1,4,,21650
Richmond,2,h,1975000,8/19/17,2,1,2,,14949
Richmond,2,u,580000,8/19/17,2,1,2,,14949
Ringwood,3,h,720000,8/19/17,3,1,2,,7785
Ringwood East,3,h,1120000,8/19/17,3,1,1,,4407
Rosanna,3,h,1051500,8/19/17,3,1,3,,3540
Roxburgh Park,3,h,400000,8/19/17,3,1,2,368,5833
Sandringham,3,t,1000000,8/19/17,3,2,2,,4497
Sandringham,3,t,1450000,8/19/17,,,,,4497
Seaford,5,h,850000,8/19/17,5,3,3,,8077
South Melbourne,3,h,1412000,8/19/17,3,1,,128,5943
South Morang,5,h,597000,8/19/17,5,3,2,582,7969
South Yarra,3,h,1400000,8/19/17,3,2,2,462,14887
South Yarra,1,u,290000,8/19/17,1,1,,,14887
Spotswood,2,h,782500,8/19/17,2,1,1,243,1223
Spotswood,2,u,601000,8/19/17,,,,,1223
Springvale South,3,h,750000,8/19/17,3,1,3,775,4054
St Albans,3,h,626000,8/19/17,3,1,2,557,14042
St Albans,4,h,703000,8/19/17,4,1,,,14042
St Kilda,1,u,465000,8/19/17,1,1,1,,13240
Strathmore Heights,3,h,1000000,8/19/17,3,1,2,534,389
Sunbury,3,h,480500,8/19/17,3,1,1,664,14092
Sunbury,3,h,431250,8/19/17,3,2,2,650,14092
Sunbury,4,h,555000,8/19/17,4,2,2,,14092
Sunbury,4,h,825000,8/19/17,4,2,2,,14092
Sunshine North,3,h,502500,8/19/17,3,1,3,331,4217
Sunshine North,3,u,580000,8/19/17,,,,,4217
Sunshine West,3,h,650000,8/19/17,3,1,1,650,6763
Sunshine West,7,h,780000,8/19/17,7,2,4,,6763
Surrey Hills,3,h,1366000,8/19/17,3,1,2,,5457
Surrey Hills,4,h,2100000,8/19/17,,,,,5457
Surrey Hills,5,h,1825000,8/19/17,5,3,2,368,5457
Surrey Hills,3,h,2567500,8/19/17,3,2,2,1004,5457
Taylors Hill,4,h,726000,8/19/17,,,,,4242
Taylors Lakes,3,h,600000,8/19/17,3,2,2,,5336
Templestowe,4,h,1700000,8/19/17,4,2,2,,6202
Templestowe,4,h,1150000,8/19/17,4,2,2,779,6202
Templestowe Lower,4,h,1280000,8/19/17,4,2,2,887,5420
Templestowe Lower,4,h,1495000,8/19/17,4,2,2,,5420
Thornbury,2,t,750000,8/19/17,,,,,8870
Thornbury,3,t,880000,8/19/17,,,,,8870
Thornbury,2,h,1200000,8/19/17,2,1,1,277,8870
Thornbury,2,t,625000,8/19/17,,,,,8870
Thornbury,1,u,351000,8/19/17,1,1,1,,8870
Toorak,1,u,250000,8/19/17,1,1,1,,7217
Toorak,3,u,1000000,8/19/17,3,2,1,,7217
Truganina,4,h,635000,8/19/17,4,2,2,512,5811
Tullamarine,3,u,527000,8/19/17,,,,,3296
Tullamarine,4,h,660000,8/19/17,4,2,1,,3296
Tullamarine,3,h,565500,8/19/17,3,1,2,,3296
Tullamarine,3,u,500000,8/19/17,3,1,1,,3296
Vermont,5,h,1300000,8/19/17,5,2,2,891,4181
Vermont South,4,h,1138000,8/19/17,4,2,2,784,4280
Vermont South,5,h,1360000,8/19/17,5,3,2,882,4280
Vermont South,5,h,1300000,8/19/17,5,2,2,786,4280
Viewbank,4,h,1612000,8/19/17,4,2,2,1113,2698
Wantirna,4,h,1150000,8/19/17,4,2,2,842,5424
Wantirna South,5,h,1235000,8/19/17,5,3,2,634,7082
Warrandyte,4,h,1600000,8/19/17,4,2,2,4168,2003
Watsonia,3,h,790000,8/19/17,3,1,1,,2329
Watsonia,4,h,900000,8/19/17,4,1,1,670,2329
Werribee,3,h,490000,8/19/17,3,2,2,536,16166
Werribee,3,h,412700,8/19/17,3,1,1,299,16166
Werribee,6,h,591000,8/19/17,6,3,1,,16166
West Footscray,4,h,990000,8/19/17,4,2,2,501,5058
West Footscray,3,h,1100500,8/19/17,3,2,2,427,5058
West Footscray,3,h,675000,8/19/17,3,1,1,160,5058
West Footscray,3,h,805000,8/19/17,3,1,5,,5058
West Footscray,3,h,778000,8/19/17,3,1,1,,5058
West Footscray,2,h,855000,8/19/17,2,1,1,332,5058
Wheelers Hill,4,h,1200000,8/19/17,4,2,2,650,7392
Wheelers Hill,4,h,1480000,8/19/17,4,3,2,649,7392
Wheelers Hill,4,h,1250000,8/19/17,4,2,3,,7392
Wheelers Hill,4,h,1136000,8/19/17,4,2,2,,7392
Wheelers Hill,4,h,1500000,8/19/17,4,2,2,657,7392
Wheelers Hill,4,h,1194700,8/19/17,4,2,2,875,7392
Whittlesea,3,h,440000,8/19/17,3,1,1,,2170
Williamstown,5,h,2550000,8/19/17,5,2,2,840,6380
Windsor,1,u,420000,8/19/17,1,1,1,,4380
Wollert,4,h,467000,8/19/17,,,,,2940
Wollert,4,h,565000,8/19/17,,,,,2940
Wyndham Vale,3,h,475000,8/19/17,3,2,1,300,5262
Yallambie,4,h,1025000,8/19/17,4,2,2,585,1369
Abbotsford,1,u,415000,9/23/17,1,1,1,,4019
Abbotsford,2,u,683000,9/23/17,2,2,1,,4019
Abbotsford,3,h,1255000,9/23/17,3,2,1,,4019
Aberfeldie,5,h,1830000,9/23/17,5,4,4,730,1543
Aberfeldie,1,u,315000,9/23/17,1,1,1,,1543
Airport West,3,h,860000,9/23/17,3,2,2,593,3464
Airport West,3,h,850000,9/23/17,3,1,2,551,3464
Airport West,3,h,796000,9/23/17,3,1,1,,3464
Airport West,2,u,575000,9/23/17,,,,,3464
Albanvale,3,h,565000,9/23/17,3,1,2,619,1899
Albert Park,1,u,420000,9/23/17,,,,,3280
Albert Park,3,h,2100000,9/23/17,3,2,,137,3280
Albion,3,h,760000,9/23/17,3,1,1,697,2185
Albion,4,h,810000,9/23/17,4,1,3,,2185
Alphington,3,h,1520000,9/23/17,,,,,2211
Alphington,3,h,1620000,9/23/17,3,1,1,,2211
Altona,2,u,585000,9/23/17,2,2,1,,5301
Altona Meadows,4,h,750000,9/23/17,4,2,2,636,7630
Altona North,3,h,980000,9/23/17,3,1,2,667,5132
Altona North,4,h,970000,9/23/17,4,1,5,561,5132
Armadale,3,h,1312000,9/23/17,3,1,1,,4836
Armadale,4,h,3000000,9/23/17,4,3,2,474,4836
Armadale,3,h,1500000,9/23/17,3,1,,230,4836
Ascot Vale,3,t,1130000,9/23/17,3,2,1,231,6567
Ascot Vale,3,h,928000,9/23/17,3,1,4,,6567
Ascot Vale,2,t,800000,9/23/17,2,2,1,,6567
Ashburton,3,h,1210000,9/23/17,3,1,3,407,3052
Ashburton,3,h,1840000,9/23/17,3,1,2,648,3052
Ashburton,3,h,890500,9/23/17,3,1,1,,3052
Ashwood,4,h,1311750,9/23/17,4,2,1,,2894
Ashwood,3,t,917500,9/23/17,,,,,2894
Aspendale,3,t,1140000,9/23/17,3,2,2,,2824
Aspendale,3,h,988000,9/23/17,,,,,2824
Attwood,5,h,830000,9/23/17,5,2,2,,1130
Avondale Heights,4,h,1032000,9/23/17,4,2,2,,4502
Balwyn,5,h,2580000,9/23/17,5,5,2,621,5682
Balwyn,3,h,1420000,9/23/17,3,2,3,,5682
Balwyn,4,h,2290000,9/23/17,,,,,5682
Balwyn,3,h,2325000,9/23/17,3,1,,,5682
Balwyn North,4,h,1400000,9/23/17,4,2,1,629,7809
Bayswater,3,h,882500,9/23/17,3,2,2,,5030
Bayswater,3,h,755000,9/23/17,3,2,4,782,5030
Bayswater North,4,h,748000,9/23/17,4,2,2,,3598
Bayswater North,3,h,800000,9/23/17,3,2,5,931,3598
Bayswater North,3,h,724000,9/23/17,3,2,2,482,3598
Beaconsfield Upper,3,h,764000,9/23/17,3,2,2,,973
Beaumaris,1,u,291500,9/23/17,1,1,1,,5366
Beaumaris,3,h,1150000,9/23/17,3,2,2,335,5366
Bellfield,3,h,900000,9/23/17,3,1,,,790
Bentleigh,5,h,1915000,9/23/17,5,2,2,590,6795
Bentleigh,4,h,1410000,9/23/17,4,3,4,623,6795
Bentleigh,3,h,1335000,9/23/17,3,2,1,,6795
Bentleigh East,3,h,1330000,9/23/17,3,1,2,,10969
Bentleigh East,2,u,815000,9/23/17,2,2,2,,10969
Bentleigh East,2,h,1020000,9/23/17,2,1,2,597,10969
Bentleigh East,3,t,1312000,9/23/17,,,,,10969
Bentleigh East,3,h,1232500,9/23/17,3,1,4,,10969
Bentleigh East,2,u,485000,9/23/17,,,,,10969
Bentleigh East,3,h,930000,9/23/17,3,1,2,,10969
Bentleigh East,4,h,1675000,9/23/17,4,2,2,400,10969
Berwick,4,h,1000000,9/23/17,4,4,2,,17093
Berwick,3,h,835000,9/23/17,3,2,2,957,17093
Black Rock,3,h,2525000,9/23/17,3,2,2,,2866
Black Rock,3,u,945000,9/23/17,3,2,2,749,2866
Blackburn,3,h,786000,9/23/17,3,1,2,1271,5713
Blackburn North,4,h,1356000,9/23/17,4,2,1,,2867
Blackburn North,2,u,590000,9/23/17,2,1,1,,2867
Blackburn North,5,h,1555000,9/23/17,5,2,2,602,2867
Blackburn North,3,h,800000,9/23/17,3,2,2,,2867
Blackburn North,4,h,1475000,9/23/17,4,2,2,582,2867
Blackburn South,4,h,1229000,9/23/17,4,2,2,727,4387
Bonbeach,3,h,965000,9/23/17,3,2,2,572,2887
Box Hill,2,u,466000,9/23/17,2,1,1,,4605
Box Hill,2,u,653000,9/23/17,2,1,1,84,4605
Braybrook,5,h,818000,9/23/17,5,3,2,,3589
Brighton,3,h,1900000,9/23/17,3,1,2,,10579
Brighton,2,u,974250,9/23/17,2,1,2,,10579
Brighton,2,u,630500,9/23/17,2,1,1,,10579
Brighton East,5,h,2750000,9/23/17,5,3,3,626,6938
Brighton East,3,t,1051000,9/23/17,3,2,2,,6938
Broadmeadows,3,h,430000,9/23/17,3,1,2,,4294
Broadmeadows,5,h,850000,9/23/17,5,2,2,,4294
Broadmeadows,2,h,320000,9/23/17,,,,,4294
Broadmeadows,3,h,525000,9/23/17,3,2,1,,4294
Broadmeadows,3,h,500000,9/23/17,3,2,2,,4294
Broadmeadows,3,h,575500,9/23/17,3,1,3,580,4294
Brookfield,3,h,445000,9/23/17,3,2,2,,3122
Brooklyn,3,h,901000,9/23/17,3,2,3,738,962
Brunswick,3,h,1150000,9/23/17,3,1,1,360,11918
Brunswick,3,h,1280000,9/23/17,3,1,2,212,11918
Brunswick,3,h,1247000,9/23/17,3,1,1,,11918
Brunswick,2,u,495000,9/23/17,2,1,1,,11918
Brunswick,3,h,1325000,9/23/17,3,1,1,331,11918
Brunswick,4,h,1630000,9/23/17,4,2,1,278,11918
Brunswick,3,h,1360000,9/23/17,3,1,2,,11918
Brunswick,1,u,250000,9/23/17,1,1,1,,11918
Brunswick,4,h,1275000,9/23/17,4,1,2,518,11918
Brunswick,2,h,605000,9/23/17,2,1,1,,11918
Brunswick,1,u,402000,9/23/17,1,1,1,,11918
Brunswick,4,h,1770000,9/23/17,4,2,3,461,11918
Brunswick East,2,h,1065000,9/23/17,2,1,1,186,5533
Brunswick East,2,u,522000,9/23/17,2,1,1,186,5533
Brunswick East,2,u,522000,9/23/17,2,1,1,,5533
Brunswick West,3,h,1000000,9/23/17,3,1,2,399,7082
Brunswick West,2,u,438000,9/23/17,2,1,1,,7082
Brunswick West,3,h,1080000,9/23/17,3,1,2,218,7082
Bulleen,4,h,1300000,9/23/17,4,2,3,650,4480
Bulleen,3,h,1331000,9/23/17,3,2,2,697,4480
Bundoora,3,h,915000,9/23/17,3,1,2,,10175
Bundoora,3,h,892000,9/23/17,,,,,10175
Bundoora,3,h,745000,9/23/17,3,1,2,586,10175
Bundoora,3,h,1010000,9/23/17,,,,,10175
Bundoora,3,u,607000,9/23/17,,,,,10175
Bundoora,4,h,863000,9/23/17,4,2,1,,10175
Bundoora,3,t,448000,9/23/17,3,2,2,,10175
Burnside Heights,3,h,655000,9/23/17,3,2,2,419,1686
Burwood East,4,h,1010800,9/23/17,4,3,3,,4048
Burwood East,3,h,680000,9/23/17,3,1,1,189,4048
Camberwell,3,u,1840000,9/23/17,,,,,8920
Camberwell,4,h,2850000,9/23/17,4,2,8,905,8920
Camberwell,5,h,2800000,9/23/17,5,2,2,768,8920
Carlton,3,u,830000,9/23/17,3,1,2,,6786
Carnegie,4,h,1600000,9/23/17,4,3,1,,7822
Carnegie,3,h,1250000,9/23/17,3,1,2,,7822
Carnegie,2,u,533000,9/23/17,2,1,1,,7822
Carnegie,2,u,541000,9/23/17,2,1,1,,7822
Carnegie,2,u,490000,9/23/17,2,1,1,,7822
Carnegie,1,u,392500,9/23/17,1,1,1,,7822
Carnegie,1,u,403000,9/23/17,1,1,1,,7822
Carnegie,4,h,1966000,9/23/17,4,2,2,627,7822
Carnegie,1,u,381000,9/23/17,1,1,1,2048,7822
Caroline Springs,3,h,646000,9/23/17,3,1,2,238,7719
Carrum,2,u,553500,9/23/17,2,1,2,,1989
Carrum Downs,3,h,630000,9/23/17,3,2,2,,8060
Caulfield North,3,t,1475000,9/23/17,,,,,6923
Chadstone,2,h,686000,9/23/17,2,1,1,,3582
Chelsea,2,u,685000,9/23/17,2,1,2,,3906
Chelsea,3,h,1210000,9/23/17,3,3,2,,3906
Chelsea Heights,4,h,890000,9/23/17,4,3,2,,2076
Cheltenham,3,h,1100000,9/23/17,3,2,2,603,9758
Cheltenham,2,u,600000,9/23/17,,,,,9758
Cheltenham,3,t,851000,9/23/17,3,1,1,,9758
Cheltenham,3,h,1015000,9/23/17,3,1,2,566,9758
Cheltenham,3,t,795000,9/23/17,3,2,2,138,9758
Cheltenham,3,h,1160000,9/23/17,3,2,2,534,9758
Cheltenham,4,h,1160000,9/23/17,4,2,2,585,9758
Clarinda,4,h,878000,9/23/17,4,2,2,,2727
Clayton South,3,h,800000,9/23/17,3,1,2,602,4734
Clifton Hill,3,h,1385000,9/23/17,3,1,,,2954
Coburg,3,h,1286000,9/23/17,3,1,2,,11204
Coburg,4,h,1000000,9/23/17,4,2,1,343,11204
Coburg,3,h,960000,9/23/17,3,1,3,491,11204
Collingwood,2,u,565000,9/23/17,2,2,1,,4553
Craigieburn,4,h,735000,9/23/17,4,2,2,771,15510
Craigieburn,3,h,517000,9/23/17,3,2,2,,15510
Craigieburn,4,h,600000,9/23/17,4,2,2,630,15510
Craigieburn,4,h,475000,9/23/17,4,2,1,294,15510
Craigieburn,5,h,640000,9/23/17,5,2,2,,15510
Craigieburn,3,h,555000,9/23/17,3,2,3,,15510
Craigieburn,3,h,552000,9/23/17,3,2,2,448,15510
Croydon,3,h,840500,9/23/17,3,1,2,850,11925
Croydon,4,h,1222000,9/23/17,4,2,2,,11925
Croydon,5,h,2400000,9/23/17,5,4,4,,11925
Croydon,5,h,1180000,9/23/17,5,3,3,857,11925
Croydon North,3,h,677000,9/23/17,3,1,2,,2985
Croydon South,4,h,1235000,9/23/17,,,,,1863
Dallas,3,h,525000,9/23/17,,,,,2246
Dandenong,2,u,431000,9/23/17,2,1,1,,10894
Dandenong,2,u,445000,9/23/17,2,1,2,,10894
Dandenong North,2,u,335000,9/23/17,2,1,1,,8322
Deer Park,3,h,632000,9/23/17,3,1,1,562,6388
Deer Park,3,h,570000,9/23/17,,,,,6388
Delahey,3,h,607500,9/23/17,3,2,2,528,2898
Delahey,3,h,575000,9/23/17,3,1,1,,2898
Delahey,3,h,563000,9/23/17,3,2,2,469,2898
Derrimut,4,h,695000,9/23/17,4,2,2,516,2276
Diamond Creek,4,h,990000,9/23/17,4,3,2,1001,4258
Diamond Creek,3,h,715000,9/23/17,3,1,2,,4258
Doncaster,4,h,1260000,9/23/17,4,3,3,730,9028
Doncaster,4,h,2123500,9/23/17,4,3,2,,9028
Doncaster East,3,h,1232500,9/23/17,,,,,10999
Doncaster East,4,h,1310000,9/23/17,4,2,2,664,10999
Doncaster East,5,h,1890000,9/23/17,5,2,2,659,10999
Donvale,3,u,775000,9/23/17,3,2,1,294,4790
Doreen,2,h,365500,9/23/17,2,1,2,184,7254
Edithvale,3,t,895000,9/23/17,3,2,2,,2546
Edithvale,3,h,837000,9/23/17,3,1,1,441,2546
Edithvale,3,h,950000,9/23/17,3,1,2,560,2546
Elwood,3,u,770000,9/23/17,3,1,1,,8989
Elwood,2,u,525500,9/23/17,2,1,1,,8989
Elwood,4,h,2200000,9/23/17,4,3,2,,8989
Elwood,2,u,645000,9/23/17,2,1,1,,8989
Elwood,2,t,1200000,9/23/17,2,2,2,,8989
Epping,3,h,646000,9/23/17,3,2,2,716,10926
Epping,3,h,625000,9/23/17,3,1,2,534,10926
Epping,3,h,552500,9/23/17,3,1,1,521,10926
Epping,3,h,601000,9/23/17,3,2,2,,10926
Essendon,2,h,735000,9/23/17,2,1,2,,9264
Essendon,5,h,1290000,9/23/17,5,2,,,9264
Essendon,2,h,562000,9/23/17,2,1,1,,9264
Essendon,2,h,580500,9/23/17,2,1,2,,9264
Essendon,2,u,520000,9/23/17,,,,,9264
Essendon,3,h,1710000,9/23/17,3,1,2,795,9264
Essendon North,2,u,370000,9/23/17,2,1,1,,1308
Fairfield,2,u,620000,9/23/17,,,,,2970
Fairfield,3,h,1300000,9/23/17,3,2,1,,2970
Fawkner,4,h,800000,9/23/17,4,3,2,308,5070
Ferntree Gully,3,h,791100,9/23/17,3,2,2,640,10788
Ferntree Gully,2,h,775000,9/23/17,2,1,1,733,10788
Fitzroy,3,h,1210000,9/23/17,3,1,,155,5825
Fitzroy,2,h,1300000,9/23/17,2,1,1,125,5825
Fitzroy North,3,h,1730000,9/23/17,3,2,,175,6244
Fitzroy North,3,h,1460000,9/23/17,3,1,1,,6244
Flemington,2,h,1100000,9/23/17,2,1,1,193,3593
Flemington,2,u,452500,9/23/17,2,1,1,807,3593
Footscray,1,u,373000,9/23/17,1,1,1,,7570
Footscray,3,t,869000,9/23/17,,,,,7570
Forest Hill,4,h,1350000,9/23/17,4,2,2,653,4385
Forest Hill,4,h,950000,9/23/17,4,1,1,607,4385
Forest Hill,3,h,1100000,9/23/17,3,2,2,,4385
Forest Hill,3,h,799000,9/23/17,3,1,2,,4385
Frankston,4,h,605000,9/23/17,4,1,1,,17055
Frankston,3,h,634000,9/23/17,3,1,1,586,17055
Frankston South,4,h,1350000,9/23/17,4,2,2,2716,7566
Gladstone Park,3,h,586000,9/23/17,3,1,1,534,3285
Glen Huntly,1,u,600000,9/23/17,1,1,1,100,2403
Glen Huntly,1,u,275000,9/23/17,1,1,1,,2403
Glen Iris,2,u,678000,9/23/17,2,1,1,,10412
Glen Iris,3,h,1285000,9/23/17,3,2,2,374,10412
Glen Waverley,4,h,1190000,9/23/17,4,2,2,653,15321
Glen Waverley,3,h,2450000,9/23/17,3,1,0,984,15321
Glen Waverley,4,h,1214000,9/23/17,4,2,2,694,15321
Glen Waverley,4,h,1631888,9/23/17,4,2,2,740,15321
Glenroy,3,h,850000,9/23/17,3,1,1,672,8870
Glenroy,3,h,1051000,9/23/17,3,2,2,913,8870
Glenroy,3,t,563250,9/23/17,3,1,1,,8870
Glenroy,2,h,910000,9/23/17,2,1,1,718,8870
Glenroy,3,h,485000,9/23/17,3,1,1,,8870
Gowanbrae,3,h,845000,9/23/17,3,2,2,,1071
Greensborough,2,u,705000,9/23/17,2,1,1,,8524
Greensborough,2,u,590000,9/23/17,2,1,2,,8524
Greensborough,3,h,785000,9/23/17,3,1,2,840,8524
Greenvale,4,h,532000,9/23/17,4,2,2,,4864
Greenvale,4,h,600000,9/23/17,4,2,2,,4864
Hadfield,3,h,850000,9/23/17,3,1,2,,2606
Hadfield,3,h,760000,9/23/17,3,1,1,,2606
Hampton,4,h,1800000,9/23/17,4,1,2,800,5454
Hampton,4,t,2000000,9/23/17,4,3,2,360,5454
Hampton,4,h,2500000,9/23/17,4,2,4,683,5454
Hampton East,4,h,1125000,9/23/17,4,1,1,700,2356
Hawthorn,2,u,609000,9/23/17,2,1,1,,11308
Hawthorn,2,u,732500,9/23/17,2,1,1,,11308
Hawthorn,2,u,445000,9/23/17,2,1,1,,11308
Hawthorn East,3,h,1315000,9/23/17,3,,,375,6482
Hawthorn East,3,h,3600000,9/23/17,3,2,2,848,6482
Hawthorn East,2,u,680000,9/23/17,,,,,6482
Heathmont,4,h,952000,9/23/17,4,1,1,,3794
Heidelberg,2,u,660000,9/23/17,2,1,1,,2890
Heidelberg,3,h,985000,9/23/17,3,1,2,528,2890
Heidelberg,3,h,1325000,9/23/17,3,2,2,,2890
Heidelberg Heights,3,h,1071000,9/23/17,3,1,2,,2947
Heidelberg Heights,3,u,870000,9/23/17,3,2,2,,2947
Heidelberg Heights,3,h,915000,9/23/17,3,2,2,604,2947
Heidelberg West,2,h,790000,9/23/17,2,1,1,,2674
Highett,5,h,1300000,9/23/17,,,,,4794
Highett,4,h,1911000,9/23/17,4,3,2,616,4794
Highett,2,u,770000,9/23/17,2,1,1,,4794
Hillside,3,h,781500,9/23/17,3,2,2,,5556
Hillside,3,h,637000,9/23/17,3,2,2,,5556
Hoppers Crossing,3,h,650000,9/23/17,3,2,2,913,13830
Hoppers Crossing,3,h,550000,9/23/17,3,1,2,635,13830
Hoppers Crossing,4,h,537000,9/23/17,4,2,2,572,13830
Hoppers Crossing,5,h,540000,9/23/17,,,,,13830
Hoppers Crossing,4,h,553500,9/23/17,4,2,2,,13830
Hoppers Crossing,3,h,568000,9/23/17,3,2,2,700,13830
Hughesdale,3,h,1360000,9/23/17,3,1,1,,3145
Huntingdale,3,h,1205000,9/23/17,3,2,4,622,768
Ivanhoe,3,u,960000,9/23/17,3,2,1,,5549
Ivanhoe,3,h,840000,9/23/17,3,2,2,,5549
Ivanhoe,2,u,760000,9/23/17,2,1,1,,5549
Ivanhoe,3,h,1230000,9/23/17,3,2,2,,5549
Ivanhoe,2,u,572500,9/23/17,2,1,1,,5549
Ivanhoe,3,u,960000,9/23/17,3,2,2,,5549
Ivanhoe,4,h,2800000,9/23/17,4,2,2,,5549
Ivanhoe East,2,u,860000,9/23/17,2,1,1,,1554
Ivanhoe East,4,h,2040000,9/23/17,4,2,2,585,1554
Jacana,3,h,605000,9/23/17,3,1,0,593,851
Kealba,3,h,572000,9/23/17,3,1,2,554,1202
Keilor Downs,3,h,680000,9/23/17,3,2,2,850,3656
Keilor East,4,h,784000,9/23/17,4,2,2,,5629
Keilor East,3,h,790000,9/23/17,3,1,1,610,5629
Keilor East,2,u,600000,9/23/17,2,1,2,,5629
Keilor East,4,h,630000,9/23/17,3,1,2,185,5629
Keilor East,3,h,601000,9/23/17,3,1,1,,5629
Keilor East,3,h,900000,9/23/17,3,1,1,624,5629
Keilor Park,3,h,680000,9/23/17,3,1,4,,1119
Kensington,2,h,1010000,9/23/17,2,1,,,5263
Kensington,2,h,1023000,9/23/17,2,1,1,,5263
Kensington,1,u,411500,9/23/17,1,1,1,,5263
Kensington,3,h,1035000,9/23/17,3,1,1,,5263
Kew,4,h,2450000,9/23/17,4,2,2,399,10331
Kew,3,h,2600000,9/23/17,3,1,2,780,10331
Kew,4,h,2855000,9/23/17,4,3,3,,10331
Kew,2,t,955000,9/23/17,2,1,1,2835,10331
Kew,2,u,1130000,9/23/17,2,1,2,,10331
Kew,4,h,1600000,9/23/17,,,,,10331
Kew,3,h,1350000,9/23/17,3,2,1,275,10331
Kew,4,h,2500000,9/23/17,,,,,10331
Kew,2,h,1630000,9/23/17,2,1,0,284,10331
Kew East,6,h,1875000,9/23/17,6,2,2,697,2671
Keysborough,3,h,770000,9/23/17,3,1,4,533,8459
Kingsbury,3,u,660000,9/23/17,,,,,1414
Kurunjang,3,h,296000,9/23/17,,,,,3553
Lalor,4,h,766000,9/23/17,4,2,5,541,8279
Lalor,3,h,652000,9/23/17,3,1,2,533,8279
Lalor,3,h,630000,9/23/17,3,1,1,,8279
Lilydale,4,h,950000,9/23/17,4,2,2,,6732
Lower Plenty,3,t,810000,9/23/17,3,2,2,,1624
MacLeod,3,u,815000,9/23/17,,,,,4168
Maidstone,3,h,818000,9/23/17,3,2,2,,3873
Malvern,3,h,2500000,9/23/17,3,2,,395,4675
Maribyrnong,2,u,481000,9/23/17,2,1,1,,4918
Maribyrnong,2,h,999000,9/23/17,2,2,2,,4918
Maribyrnong,2,h,752500,9/23/17,2,1,,488,4918
McKinnon,3,t,1142000,9/23/17,,,,,2397
Meadow Heights,4,h,575000,9/23/17,4,2,2,,4704
Meadow Heights,8,h,741000,9/23/17,8,3,1,1063,4704
Melbourne,1,u,390000,9/23/17,,,,,17496
Melbourne,2,u,740000,9/23/17,,,,,17496
Melton,3,h,283000,9/23/17,3,1,0,362,3600
Melton,3,h,501000,9/23/17,3,1,1,,3600
Melton West,4,h,415000,9/23/17,4,2,2,,6065
Melton West,4,h,430000,9/23/17,4,1,3,675,6065
Melton West,3,h,439000,9/23/17,3,2,2,524,6065
Melton West,3,h,410000,9/23/17,3,2,2,,6065
Mentone,3,h,815000,9/23/17,3,2,2,520,6162
Mentone,1,u,300000,9/23/17,1,1,1,,6162
Mentone,1,u,397500,9/23/17,,,,,6162
Mernda,3,h,470000,9/23/17,3,2,1,,5812
Mickleham,4,h,450000,9/23/17,,,,,1158
Middle Park,3,h,2800000,9/23/17,3,2,1,,2019
Mill Park,3,h,531000,9/23/17,3,1,1,,10529
Mill Park,3,h,665000,9/23/17,3,2,1,,10529
Mill Park,3,h,685000,9/23/17,3,1,2,,10529
Mill Park,3,h,665000,9/23/17,3,1,4,345,10529
Mitcham,4,h,890000,9/23/17,4,2,2,481,6871
Mitcham,5,h,1150000,9/23/17,5,2,2,588,6871
