Suburbasd,Address,Pricesdasd,SellerG,,,,,,,Suburb,Prices
Murrumbeena,3 Atkinson St,1410000,Woodards,,,,,,,,
Murrumbeena,2/41 Kangaroo Rd,1220500,Ray,,,,,,,,
Murrumbeena,17/190 Murrumbeena Rd,357000,Gary,,,,,,,,
Murrumbeena,22 Wahroongaa Rd,1920000,Marshall,,,,,,,,
Narre Warren,34 Mahon Cr,565000,Stockdale,,,,,,,,
Narre Warren,6 Saxonwood Dr,597500,Ray,,,,,,,,
Newport,36 Davies St,1250000,Greg,,,,,,,,
Newport,112 Johnston St,1230000,Williams,,,,,,,,
Newport,36 Junction St,1220000,Hunter,,,,,,,,
Niddrie,48 Ida St,1315000,Barry,,,,,,,,
Noble Park,21 Conley St,660000,Leyton,,,,,,,,
North Melbourne,106/25 Oxford St,570000,Alexkarbon,,,,,,,,
North Melbourne,2/7 Oxford St,850000,W.B.,,,,,,,,
North Warrandyte,46 Osborne Rd,1550000,Jellis,,,,,,,,
Northcote,114 Beavers Rd,1000000,Nelson,,,,,,,,
Northcote,128 Charles St,1240000,Nelson,,,,,,,,
Northcote,78 Jenkins St,1590000,Jellis,,,,,,,,
Northcote,23 Leonard St,1275000,Jellis,,,,,,,,
Northcote,22 Waterloo Rd,1350000,Nelson,,,,,,,,
Nunawading,4 Busana Wy,1015000,Stockdale,,,,,,,,
Nunawading,5 Lynette St,1075000,Ray,,,,,,,,
Oak Park,4 Barina Rd,821000,Stockdale,,,,,,,,
Oak Park,79 New Rd,1071888,Rendina,,,,,,,,
Oak Park,3/13 Sylvester St,560000,Eview,,,,,,,,
Oakleigh,5 Eastgate St,1750000,HAR,,,,,,,,
Oakleigh East,33 Greta St,1210000,Buxton,,,,,,,,
Oakleigh East,21 Highland Av,1380000,Ray,,,,,,,,
Oakleigh South,10 Devoy St,1500000,Buxton,,,,,,,,
Oakleigh South,4 Hardy Ct,1215000,Buxton,,,,,,,,
Oakleigh South,192 Haughton Rd,1265000,HAR,,,,,,,,
Oakleigh South,266 Warrigal Rd,1050000,Buxton,,,,,,,,
Ormond,1/276 Grange Rd,790000,Gary,,,,,,,,
Pakenham,69 Willowtree Dr,410500,C21,,,,,,,,
Parkdale,9a Clare St,1230000,Buxton,,,,,,,,
Parkdale,15 Keiller Av,1200000,Buxton,,,,,,,,
Parkdale,22 Keith St,1300000,Buxton,,,,,,,,
Parkdale,36A Warrigal Rd,1400000,Buxton,,,,,,,,
Pascoe Vale,44 Arndt Rd,955000,Raine,,,,,,,,
Pascoe Vale,49 Kent Rd,860000,Nelson,,,,,,,,
Pascoe Vale,12 Shanley St,740000,Brad,,,,,,,,
Port Melbourne,6/5 Liardet St,816000,hockingstuart,,,,,,,,
Port Melbourne,308/15 Pickles St,800000,Greg,,,,,,,,
Prahran,9/305 Dandenong Rd,1020000,hockingstuart,,,,,,,,
Prahran,24/8 Sydney St,660000,Jellis,,,,,,,,
Preston,21 Edwin St,1242000,McGrath,,,,,,,,
Preston,186 Gilbert Rd,1365000,RW,,,,,,,,
Preston,1/40 Grandview Rd,691000,Miles,,,,,,,,
Preston,10 Ivy St,660000,Jellis,,,,,,,,
Preston,72d Oakover Rd,875000,Harcourts,,,,,,,,
Preston,173 Raglan St,1350000,RW,,,,,,,,
Preston,6 The Mews,1020000,Nelson,,,,,,,,
Reservoir,41 Allenby Av,900000,Ray,,,,,,,,
Reservoir,1 Balfour St,630000,Woodards,,,,,,,,
Reservoir,5 Broadhurst Av,970000,Harcourts,,,,,,,,
Reservoir,29 Byfield St,877500,Nelson,,,,,,,,
Reservoir,69 Chauvel St,912000,Ray,,,,,,,,
Reservoir,121B Henty St,550000,Nelson,,,,,,,,
Reservoir,9 Kelverne St,685000,Nelson,,,,,,,,
Reservoir,1/31 Kenilworth St,270000,Stockdale,,,,,,,,
Reservoir,20 Locher Av,790000,RW,,,,,,,,
Reservoir,40 Locher Av,670000,Barry,,,,,,,,
Reservoir,13 McColl St,911000,Harcourts,,,,,,,,
Reservoir,4/43 St Vigeons Rd,365000,Ray,,,,,,,,
Reservoir,1/65 Thackeray Rd,470000,RW,,,,,,,,
Richmond,7/129 Hoddle St,890500,Biggin,,,,,,,,
Richmond,704/36 Regent St,665000,hockingstuart,,,,,,,,
Richmond,15/104 Rowena Pde,355000,Biggin,,,,,,,,
Richmond,15 The Crofts,1300000,Jellis,,,,,,,,
Richmond,4/12 Woodlawn St,717000,Nelson,,,,,,,,
Richmond,18 Yorkshire St,1530000,Marshall,,,,,,,,
Riddells Creek,53 Bluegum Cct,817000,Raine,,,,,,,,
Riddells Creek,2 Dwyer Ct,967500,Keatings,,,,,,,,
Ringwood,6 Ford St,1291000,Ray,,,,,,,,
Ringwood,132 Wonga Rd,1085000,Fletchers,,,,,,,,
Ringwood North,28 Through Rd,750000,Fletchers,,,,,,,,
Ripponlea,84 Brighton Rd,1005000,McGrath,,,,,,,,
Rowville,71 Kellbourne Dr,860000,Fletchers,,,,,,,,
Sandhurst,4 Galilee Dr,645000,Harcourts,,,,,,,,
Sandringham,26 Regent Ct,1770000,Charlton,,,,,,,,
Sandringham,56 Victoria St,2250000,hockingstuart,,,,,,,,
Scoresby,147 George St,833800,Barry,,,,,,,,
Seaford,23 Kananook Av,900000,Aquire,,,,,,,,
Seaford,21 Keerok Av,585000,Buxton,,,,,,,,
Seaford,30 Larool Cr,800000,Buxton,,,,,,,,
Seaford,42 Mitchell St,1050000,U,,,,,,,,
Seddon,36 Bayview Rd,1085000,Village,,,,,,,,
Silvan,1 Parker Rd,1070000,Ray,,,,,,,,
South Melbourne,14 Ward St,1700000,Conquest,,,,,,,,
South Morang,85 Bushmans Wy,642000,Ray,,,,,,,,
South Morang,4 Premier Av,545000,Stockdale,,,,,,,,
South Yarra,108/32 Bray St,470000,Dingle,,,,,,,,
South Yarra,6/90 Clowes St,945000,Castran,,,,,,,,
South Yarra,3/29 Hardy St,537000,Rombotis,,,,,,,,
South Yarra,510/6 Murphy St,850000,RT,,,,,,,,
South Yarra,348 Punt Rd,900000,Castran,,,,,,,,
South Yarra,24 Tivoli Rd,1810000,Jellis,,,,,,,,
Spotswood,1 Bernard St,785000,Williams,,,,,,,,
Springvale,15 Phillip Av,721000,Hall,,,,,,,,
Springvale,5 Sullivan St,770000,Stockdale,,,,,,,,
Springvale,33 Whitworth Av,1005000,Leyton,,,,,,,,
St Albans,1/84 Leonard Av,492000,Ray,,,,,,,,
St Albans,63 Lovell Dr,600000,FN,,,,,,,,
St Kilda,3 Mitford Pl,1650000,Wilson,,,,,,,,
Strathmore,48 Lebanon St,950000,Considine,,,,,,,,
Strathmore,164 Mascoma St,883000,Considine,,,,,,,,
Strathmore,140 Woodland St,1650000,Trimson,,,,,,,,
Sunbury,19 Higgins Av,423000,YPA,,,,,,,,
Sunbury,11 Noble Wy,571750,YPA,,,,,,,,
Sunbury,64 Station St,755000,Brad,,,,,,,,
Sunshine,1/7 Station Pl,755000,Jas,,,,,,,,
Sunshine West,7 Arnold St,780000,Sweeney,,,,,,,,
Sunshine West,1/41 Bardsley St,518000,HAR,,,,,,,,
Surrey Hills,52 Park Rd,2000000,Noel,,,,,,,,
Surrey Hills,430 Whitehorse Rd,1050000,Marshall,,,,,,,,
Taylors Lakes,30 Barbary Cr,725000,Barry,,,,,,,,
Taylors Lakes,2 Glover Ct,716000,Barry,,,,,,,,
Templestowe,6 Annan Pl,1450000,Jellis,,,,,,,,
Templestowe,19 Dena Ct,1860000,Jellis,,,,,,,,
Templestowe Lower,20 Fyfe Dr,1181000,Jellis,,,,,,,,
Templestowe Lower,23 Gertrude St,1352000,Ray,,,,,,,,
Thomastown,15 Charlton Pl,632500,Harcourts,,,,,,,,
Thomastown,2/4 Currajong St,460000,Love,,,,,,,,
Thomastown,18 Darebin Dr,651000,Harcourts,,,,,,,,
Thomastown,52 The Boulevard,831000,Barry,,,,,,,,
Thornbury,19 Alston St,1250000,Jellis,,,,,,,,
Thornbury,243 Darebin Rd,1460000,Nelson,,,,,,,,
Thornbury,106 Normanby Av,1320000,Nelson,,,,,,,,
Thornbury,29 Speight St,1000000,Nelson,,,,,,,,
Thornbury,3 Tharratt St,1420000,Ray,,,,,,,,
Toorak,6/1 Ruabon Rd,640000,hockingstuart,,,,,,,,
Toorak,4/22 Tintern Av,720000,Jellis,,,,,,,,
Travancore,1/15 Flemington St,856000,Nelson,,,,,,,,
Vermont,41 Carinya Rd,1235000,Noel,,,,,,,,
Vermont South,14 Hartland Rd,1425000,McGrath,,,,,,,,
Vermont South,6 Nolan Cl,1650000,Noel,,,,,,,,
Vermont South,3 Reynella Cl,1400000,Jellis,,,,,,,,
Vermont South,3 Terrara Ct,1290000,Ray,,,,,,,,
Viewbank,23 Diane Cr,1070000,Miles,,,,,,,,
Viewbank,178 Graham Rd,825000,Barry,,,,,,,,
Viewbank,37 Kambea Cr,1061000,Fletchers,,,,,,,,
Wantirna,6 Deauville Ct,1000000,Barry,,,,,,,,
Wantirna,14a Kingloch Pde,821000,Ray,,,,,,,,
Wantirna South,1/54 Fonteyn Dr,717000,Barry,,,,,,,,
Wantirna South,11 Henry Rd,1160000,Ray,,,,,,,,
Wantirna South,14 Riverpark Dr,1180000,Ray,,,,,,,,
Watsonia North,57 Sellars St,800000,Buckingham,,,,,,,,
Werribee,20 Dobell Cr,375000,PRDNationwide,,,,,,,,
West Footscray,243 Essex St,749000,Jas,,,,,,,,
West Melbourne,148 Adderley St,1370000,Jellis,,,,,,,,
Wheelers Hill,7 Darvell Cl,1272000,Jellis,,,,,,,,
Windsor,27 Hornby St,957500,hockingstuart,,,,,,,,
Windsor,16 Wrexham Rd,2080000,Kay,,,,,,,,
Yallambie,3 Sirius Ct,852000,Barry,,,,,,,,
Yarraville,224 Fogarty Av,1435000,Nelson,,,,,,,,
Abbotsford,1/43 Abbotsford St,505000,Nelson,,,,,,,,
Abbotsford,67 Yarra St,1402500,Jellis,,,,,,,,
Aberfeldie,5 Rita St,2905000,Rendina,,,,,,,,
Airport West,163 Halsey Rd,650000,Prime,,,,,,,,
Airport West,127A Parer Rd,856000,Barry,,,,,,,,
Albert Park,96 Danks St,1505000,Cayzer,,,,,,,,
Albert Park,99 Merton St,1900000,hockingstuart,,,,,,,,
Albion,1/44 Perth Av,575000,Bells,,,,,,,,
Albion,2/36 Selwyn St,600000,Douglas,,,,,,,,
Altona,7 Maidstone St,1030000,Barlow,,,,,,,,
Altona,70 Purnell St,1005000,Barlow,,,,,,,,
Armadale,8/74 Denbigh Rd,410000,hockingstuart,,,,,,,,
Armadale,28 Royal Cr,3650000,Kay,,,,,,,,
Armadale,5/6 St James Rd,590000,Jellis,,,,,,,,
Armadale,31A Sutherland Rd,1850000,Jellis,,,,,,,,
Ascot Vale,22 Langs Rd,1105000,Nelson,,,,,,,,
Ascot Vale,39 Middle St,1530000,Nelson,,,,,,,,
Ascot Vale,30 Milton St,865000,Nelson,,,,,,,,
Ascot Vale,13 Victory Pde,1370000,Nelson,,,,,,,,
Ascot Vale,91A Walter St,1082000,Nelson,,,,,,,,
Ashburton,55 Fakenham Rd,1972500,Buxton,,,,,,,,
Ashburton,27 Vears Rd,1775000,Buxton,,,,,,,,
Aspendale,15 Amberley Av,680000,Buxton,,,,,,,,
Aspendale,31 Mill St,1150000,Buxton,,,,,,,,
Aspendale,2a Park La,3000000,hockingstuart,,,,,,,,
Avondale Heights,24 Thompson St,835000,Nelson,,,,,,,,
Balwyn,1/100 Balwyn Rd,460000,Barry,,,,,,,,
Balwyn,5/4 Raynes St,725000,Noel,,,,,,,,
Balwyn,1/18 Weir St,602000,Noel,,,,,,,,
Balwyn,4/229 Whitehorse Rd,830000,Fletchers,,,,,,,,
Balwyn North,2/37 Aylmer St,1300000,Kay,,,,,,,,
Balwyn North,2/10 Bolinda Rd,1330000,Marshall,,,,,,,,
Balwyn North,16 Burton St,2050000,Jellis,,,,,,,,
Balwyn North,17 Cityview Rd,1940000,hockingstuart,,,,,,,,
Balwyn North,10 Columba St,1590000,Jellis,,,,,,,,
Balwyn North,2/14 Hatfield St,725000,Fletchers,,,,,,,,
Balwyn North,109 Maud St,2367000,Fletchers,,,,,,,,
Bayswater,15 Clifford St,705000,Biggin,,,,,,,,
Bayswater,1/8 Tracey St,610000,McGrath,,,,,,,,
Beaumaris,13 Bodley St,2200000,Ray,,,,,,,,
Bellfield,2 Erica Ct,736500,Miles,,,,,,,,
Bellfield,124 Oriel Rd,780000,Haughton,,,,,,,,
Bentleigh,8/12 Brentwood St,420000,Gary,,,,,,,,
Bentleigh,191 Centre Rd,1479000,Gary,,,,,,,,
Bentleigh,11 Lydia St,1199000,Woodards,,,,,,,,
Bentleigh,44 Yawla St,1350000,hockingstuart,,,,,,,,
Bentleigh East,8 Anderson Av,1767000,Woodards,,,,,,,,
Bentleigh East,5A Bayview St,1350000,Buxton,,,,,,,,
Bentleigh East,31 Bristol St,890000,hockingstuart,,,,,,,,
Bentleigh East,52 Deakin St,1655000,hockingstuart,,,,,,,,
Bentleigh East,16b Kenjulie Dr,1160000,Buxton,,,,,,,,
Bentleigh East,81 Marlborough St,1430000,Buxton,,,,,,,,
Bentleigh East,8b Marlborough St,1300000,Buxton,,,,,,,,
Bentleigh East,2/10 Thana St,955000,hockingstuart,,,,,,,,
Berwick,2 Greystoke Ct,667000,C21,,,,,,,,
Berwick,3 Thornley Dr,740000,Harcourts,,,,,,,,
Black Rock,1/43 Iona St,1080000,Buxton,,,,,,,,
Black Rock,2/59 Iona St,623500,Buxton,,,,,,,,
Blackburn North,13 Caroline Cr,1190000,Jellis,,,,,,,,
Blackburn South,4 Ryan Gr,1258000,Ray,,,,,,,,
Briar Hill,1/4 Box Rd,590000,Barry,,,,,,,,
Brighton,5/23 Glyndon Av,1420000,hockingstuart,,,,,,,,
Brighton,30/49 Head St,1600000,Chisholm,,,,,,,,
Brighton,36 Nepean Hwy,1211000,RT,,,,,,,,
Brighton,24 Norwood Av,5300000,Marshall,,,,,,,,
Brighton,7 Stanley St,3225000,Biggin,,,,,,,,
Brighton,10 Whyte St,2385000,C21,,,,,,,,
Brighton,1/18 William St,1370000,Hodges,,,,,,,,
Brighton East,1C Baird St,1750800,Purplebricks,,,,,,,,
Brighton East,181 Dendy St,2300000,Biggin,,,,,,,,
Brighton East,15 Wallen St,1605000,Buxton,,,,,,,,
Brighton East,1A Wallen St,1035000,Buxton,,,,,,,,
Broadmeadows,87 Academy Dr,505000,YPA,,,,,,,,
Broadmeadows,3/55 Graham St,385000,YPA,,,,,,,,
Brooklyn,32 Millers Rd,663000,Jas,,,,,,,,
Brunswick,13 Blair St,860000,Walshe,,,,,,,,
Brunswick,141 Edward St,1505000,Jellis,,,,,,,,
Brunswick,142 Edward St,1700000,Nelson,,,,,,,,
Brunswick,106 Evans St,1280000,Ray,,,,,,,,
Brunswick,404/9 Florence St,755000,Jellis,,,,,,,,
Brunswick,11 Heller St,2545000,Jellis,,,,,,,,
Brunswick,32 Holloway Rd,1405000,Nelson,,,,,,,,
Brunswick,2/90 Tinning St,460000,Nelson,,,,,,,,
Brunswick East,40 Albion St,1210000,Biggin,,,,,,,,
Brunswick East,73 Barkly St,1265000,Nelson,,,,,,,,
Brunswick West,3 Bakers Pde,1300000,Nelson,,,,,,,,
Brunswick West,2/7 Gordon St,460000,Ray,,,,,,,,
Brunswick West,8/47 Murray St,263100,Frank,,,,,,,,
Brunswick West,209 Union St,1075000,Brad,,,,,,,,
Bulleen,2/11 Elizabeth St,950000,Barry,,,,,,,,
Bulleen,43 Robert St,1310000,Jellis,,,,,,,,
Bundoora,15 Bent St,714000,Barry,,,,,,,,
Bundoora,89 Cabernet Cr,665000,Barry,,,,,,,,
Bundoora,16 Cranberry Pl,880000,Ray,,,,,,,,
Bundoora,7 Endsleigh Av,811000,Buckingham,,,,,,,,
Bundoora,18 Janet Cr,740000,Barry,,,,,,,,
Bundoora,12 Jones Ct,1405000,Barry,,,,,,,,
Bundoora,27 Leeanne Cr,733500,Ray,,,,,,,,
Bundoora,24b Main Dr,650000,Ray,,,,,,,,
Burnley,2a Cherrill St,1837500,Jellis,,,,,,,,
Burnside Heights,12 Burke Rd,593000,Barry,,,,,,,,
Burwood,250 Burwood Hwy,1732000,Ray,,,,,,,,
Burwood,3/9 Judith St,950000,Ray,,,,,,,,
Burwood,39 Leonard St,1253500,Buxton,,,,,,,,
Burwood,11 McComas Gr,1642000,Buxton,,,,,,,,
Burwood,17a Spence St,1365000,Oriental,,,,,,,,
Burwood,2/277 Warrigal Rd,700000,Noel,,,,,,,,
Burwood East,2C Ray Rd,780000,Ray,,,,,,,,
Cairnlea,19 Tussock Gr,720000,YPA,,,,,,,,
Camberwell,32 Aisbett Av,2001000,Marshall,,,,,,,,
Camberwell,41 Doonkuna Av,3400000,RT,,,,,,,,
Camberwell,14 Orrong Cr,2303000,Jellis,,,,,,,,
Camberwell,26 Oxford St,1622000,Buxton,,,,,,,,
Camberwell,2/4 Tyne St,1290000,Jellis,,,,,,,,
Canterbury,43 Matlock St,1930000,Marshall,,,,,,,,
Canterbury,6 Maysia St,2408000,Jellis,,,,,,,,
Canterbury,42 Parlington St,4750000,Kay,,,,,,,,
Canterbury,2/67 Wattle Valley Rd,645000,Jellis,,,,,,,,
Carlton,1003/123 Pelham St,1100000,Jellis,,,,,,,,
Carlton North,673 Canning St,1628000,Nelson,,,,,,,,
Carnegie,3/51 Coorigil Rd,1042000,hockingstuart,,,,,,,,
Carnegie,42 Elimatta Rd,1450000,Gary,,,,,,,,
Carrum,2/21 Stanley St,885000,Buxton,,,,,,,,
Carrum Downs,34 Orama Av,540000,Donovan,,,,,,,,
Carrum Downs,38 Trafford Rd,525000,Harcourts,,,,,,,,
Caulfield,5/14 Briggs St,570000,hockingstuart,,,,,,,,
Caulfield East,8/8 Tattenham St,300000,Thomson,,,,,,,,
Caulfield North,641 Inkerman Rd,1417500,Marshall,,,,,,,,
Caulfield South,14 Stone St,1550000,hockingstuart,,,,,,,,
Chadstone,2/15 Atkinson St,510000,Woodards,,,,,,,,
Chelsea,56 Argyle Av,970000,hockingstuart,,,,,,,,
Chelsea,24 Baxter Av,600000,Biggin,,,,,,,,
Chelsea Heights,29 Eighth Av,670500,hockingstuart,,,,,,,,
Chelsea Heights,68 Fourth Av,713000,Eview,,,,,,,,
Chelsea Heights,1A Ninth Av,587500,Barry,,,,,,,,
Cheltenham,1 Dewrang St,1010000,Hodges,,,,,,,,
Cheltenham,1/21 Kayden St,601000,Buxton,,,,,,,,
Cheltenham,10 Lauriston Ct,1165000,O'Brien,,,,,,,,
Cheltenham,1/51 Luxmoore St,931000,Hodges,,,,,,,,
Cheltenham,6 Tilley St,1145000,Buxton,,,,,,,,
Cheltenham,37 Woodland Dr,755000,Ray,,,,,,,,
Chirnside Park,2 Greenridge Ct,911982,Hoskins,,,,,,,,
Clayton,7 Jaguar Dr,1040000,Buxton,,,,,,,,
Clayton South,1/24 Byron St,775000,Woodards,,,,,,,,
Clayton South,1/1 Hadkinson St,700000,hockingstuart,,,,,,,,
Clayton South,26 Oakes Av,1575000,Harcourts,,,,,,,,
Clifton Hill,15 Caroline St,1460000,Nelson,,,,,,,,
Clifton Hill,8/96 Spensley St,556000,Nelson,,,,,,,,
Clyde North,15 Palomino Av,635000,O'Brien,,,,,,,,
Coburg,48 Barrow St,1615000,Nelson,,,,,,,,
Coburg,83 The Grove,1090000,Nelson,,,,,,,,
Coburg North,10 Arthur St,865000,Ray,,,,,,,,
Coburg North,2/4 Manly Ct,525000,Raine,,,,,,,,
Collingwood,43 Campbell St,1135000,Kay,,,,,,,,
Collingwood,81 Easey St,900000,Jellis,,,,,,,,
Craigieburn,2 Andover La,340000,Ray,,,,,,,,
Craigieburn,5 Healey St,499000,@Realty,,,,,,,,
Craigieburn,7 Hoxton Cr,565500,Stockdale,,,,,,,,
Craigieburn,10 Huntingdale Ct,506000,Raine,,,,,,,,
Craigieburn,77 Huntington Dr,430000,Ray,,,,,,,,
Craigieburn,13 Monarch Wy,740000,Ray,,,,,,,,
Craigieburn,69 Parkside Ri,980000,YPA,,,,,,,,
Craigieburn,84 Royal Tce,420000,Ray,,,,,,,,
Craigieburn,34 Viewside Cr,653000,Ray,,,,,,,,
Cremorne,311/163 Cremorne St,570000,Biggin,,,,,,,,
Cremorne,52 Wellington St,1253000,Biggin,,,,,,,,
Croydon,24 Abraham Dr,720000,Ray,,,,,,,,
Croydon,13 Robinson St,637000,Philip,,,,,,,,
Croydon,4/12 Vinter Av,690000,Barry,,,,,,,,
Croydon Hills,47 Rosemary Av,835500,Hoskins,,,,,,,,
Croydon Hills,8 Wildberry Cl,905000,Fletchers,,,,,,,,
Croydon North,6 Baringa Rd,835000,Fletchers,,,,,,,,
Croydon North,242A Yarra Rd,785000,Jellis,,,,,,,,
Croydon South,57 Blazey Rd,800000,Barry,,,,,,,,
Dandenong,7 Eton Ct,560000,O'Brien,,,,,,,,
Dandenong,43 Power St,665000,Stockdale,,,,,,,,
Deer Park,7 Ballina Ct,447000,HAR,,,,,,,,
Deer Park,5 Livingston St,570000,Stockdale,,,,,,,,
Derrimut,8 Drum St,610000,Bells,,,,,,,,
Diggers Rest,15 Eureka Rd,435000,YPA,,,,,,,,
Dingley Village,4 Ruby Pl,1255000,Ray,,,,,,,,
Dingley Village,1/270 Spring Rd,595000,Ray,,,,,,,,
Doncaster,41 Bordeaux St,1616000,Barry,,,,,,,,
Doncaster,55 Caringal Av,1525000,Barry,,,,,,,,
Doncaster,9 Ella Ct,1060000,Barry,,,,,,,,
Doncaster,59 Wetherby Rd,1250000,Barry,,,,,,,,
Doncaster East,2/24 Boronia Gr,871000,Fletchers,,,,,,,,
Doncaster East,31 Buvelot Wyn,1456000,Barry,,,,,,,,
Doncaster East,31 Cavalier St,1451000,Barry,,,,,,,,
Doncaster East,30 Daphne St,1385000,Noel,,,,,,,,
Doncaster East,2A Dianne St,1360000,Jellis,,,,,,,,
Doncaster East,9 Grasmere Av,2600000,Woodards,,,,,,,,
Doncaster East,1 Tidcombe Cr,1320000,Barry,,,,,,,,
Donvale,10a Cameron Cl,1351000,hockingstuart,,,,,,,,
Donvale,45 Larne Av,2190000,Jellis,,,,,,,,
Donvale,6 Yileen Ct,2620000,Barry,,,,,,,,
Edithvale,31 Berry Av,775000,O'Brien,,,,,,,,
Edithvale,91 Edithvale Rd,1850000,O'Brien,,,,,,,,
Edithvale,24 Tudor Ct,612500,Ray,,,,,,,,
Elsternwick,7/15 Alexandra Av,611500,Buxton,,,,,,,,
Elsternwick,111 Nepean Hwy,1060000,Biggin,,,,,,,,
Elsternwick,1/6 Parnell St,1970000,Gary,,,,,,,,
Eltham,17 Beard St,855000,Morrison,,,,,,,,
Eltham,5 Souter St,855000,Barry,,,,,,,,
Eltham North,45 Parry Rd,895000,Buckingham,,,,,,,,
Eltham North,99 Weidlich Rd,925000,Barry,,,,,,,,
Elwood,1/203 Brighton Rd,902000,RT,,,,,,,,
Elwood,50 John St,1410000,Chisholm,,,,,,,,
Elwood,2/25 Kingsley St,660000,Chisholm,,,,,,,,
Elwood,2/481 St Kilda St,1360000,hockingstuart,,,,,,,,
Epping,12 Cabot Dr,500000,Harcourts,,,,,,,,
Epping,7 Cavalier Ct,573000,Love,,,,,,,,
Epping,2/12 Chettam St,380500,Iconek,,,,,,,,
Epping,9 Euroa St,510000,hockingstuart,,,,,,,,
Epping,18 Grimwade Ct,528000,Ray,,,,,,,,
Epping,53 Hayston Bvd,465000,Harcourts,,,,,,,,
Epping,13 Orlit Ct,545000,Barry,,,,,,,,
Epping,14A Supply Dr,452500,Barry,,,,,,,,
Essendon,9 Amelia Av,1577000,Hodges,,,,,,,,
Essendon,100 Bradshaw St,1980000,Barry,,,,,,,,
Essendon,1/7 Mary St,830000,Nelson,,,,,,,,
Essendon,1B Ogilvie St,886000,Nelson,,,,,,,,
Essendon,4/18 Shaftesbury St,280000,Frank,,,,,,,,
Essendon,1/10 Winifred St,850000,Purplebricks,,,,,,,,
Essendon North,5/8 Keam St,445000,Barry,,,,,,,,
Essendon North,1/22 Royal Av,700000,Nelson,,,,,,,,
Essendon West,36 Ruby St,1050000,Barry,,,,,,,,
Fawkner,139 Anderson Rd,710000,Stockdale,,,,,,,,
Fawkner,8 James St,800000,Hodges,,,,,,,,
Fawkner,165 Jukes Rd,805000,hockingstuart,,,,,,,,
Fawkner,46 Marlborough St,786000,Brad,,,,,,,,
Fawkner,13A Queens Pde,577000,Brad,,,,,,,,
Ferntree Gully,4/4 Austin St,670000,Philip,,,,,,,,
Ferntree Gully,24a Helen Rd,617000,Schroeder,,,,,,,,
Fitzroy,49/183 Kerr St,2265000,Nelson,,,,,,,,
Fitzroy North,74 Best St,1321000,Woodards,,,,,,,,
Fitzroy North,710 Brunswick St,960000,Nelson,,,,,,,,
Fitzroy North,10/51 Delbridge St,495000,Jellis,,,,,,,,
Flemington,8 John St,990000,Nelson,,,,,,,,
Footscray,7 Batman St,1100000,Burnham,,,,,,,,
Footscray,8/7 Govan St,632000,Jas,,,,,,,,
Footscray,6/6 Rosamond Rd,455000,Biggin,,,,,,,,
Footscray,17 Souter Cr,711000,Jas,,,,,,,,
Forest Hill,33/305 Canterbury Rd,680000,Fletchers,,,,,,,,
Forest Hill,2 Quentin St,1205000,Noel,,,,,,,,
Frankston,81 Dalpura Cct,491000,Community,,,,,,,,
Frankston,2 Lytham Ct,566000,Purplebricks,,,,,,,,
Frankston,59 Summit Rd,740000,Harcourts,,,,,,,,
Frankston South,28 Gowrie Av,1006000,Ray,,,,,,,,
Frankston South,641 Nepean Hwy,1400000,U,,,,,,,,
Gardenvale,171 North Rd,1880000,Biggin,,,,,,,,
Gisborne,4/7 Francis Cr,470000,Raine,,,,,,,,
Gladstone Park,38 Beresford Cr,615000,Barry,,,,,,,,
Gladstone Park,91 Carrick Dr,755000,Jason,,,,,,,,
Gladstone Park,10 Taunton Pl,635000,YPA,,,,,,,,
Glen Iris,2/37 Aintree Rd,762000,Jellis,,,,,,,,
Glen Iris,3/6 Belmont Av,811000,Woodards,,,,,,,,
Glen Iris,11/46 Edgar St,501000,hockingstuart,,,,,,,,
Glen Iris,1 Estella St,2920000,Marshall,,,,,,,,
Glen Iris,1/25 Gardiner Pde,1501000,hockingstuart,,,,,,,,
Glen Iris,2A King St,1140000,Jellis,,,,,,,,
Glen Iris,42 Martin Rd,1500000,J,,,,,,,,
Glen Iris,68 Martin Rd,1440000,Abercromby's,,,,,,,,
Glen Iris,4/8 Osborne Av,570000,hockingstuart,,,,,,,,
Glen Iris,1a Pascoe St,1330000,Fletchers,,,,,,,,
Glen Waverley,37 Brentwood Dr,1130000,Ray,,,,,,,,
Glen Waverley,11 Buller Dr,1331000,McGrath,,,,,,,,
Glen Waverley,11 Cooper Av,1141000,McGrath,,,,,,,,
Glen Waverley,19 Norfolk St,1100000,Harcourts,,,,,,,,
Glen Waverley,1/14 Utah Rd,1135000,McGrath,,,,,,,,
Glenroy,73 Augustine Tce,651000,Eview,,,,,,,,
Glenroy,1 Dromana St,865000,Brad,,,,,,,,
Glenroy,7/56 Golf Links Rd,362500,Brad,,,,,,,,
Glenroy,8 Kalang Rd,922000,Eview,,,,,,,,
Glenroy,2/159 Melbourne Av,625000,Nelson,,,,,,,,
Glenroy,7 Mitchell Ct,650000,Ray,,,,,,,,
Glenroy,73 Pecham St,963500,Stockdale,,,,,,,,
Glenroy,53 William St,815000,Barry,,,,,,,,
Greensborough,5 Glenice St,740000,Darren,,,,,,,,
Greensborough,3 Kanowindra Cr,818000,Morrison,,,,,,,,
Greensborough,8/50 Scotland Av,510000,Barry,,,,,,,,
Greenvale,17 Bolton Ct,750000,Stockdale,,,,,,,,
Greenvale,30 Castlehill Av,820500,Stockdale,,,,,,,,
